key	decision	via	year	title	id	rationale
doi:10.1093/ehjdh/ztaf028	E2	consensus	2025	Applications of large language models in cardiovascular disease: a systematic review	https://doi.org/10.1093/ehjdh/ztaf028	
doi:10.1093/jamia/ocaf008	E2	consensus	2025	Improving large language model applications in biomedicine with retrieval-augmented generation: a systematic review, meta-analysis, and clinical development guidelines	https://doi.org/10.1093/jamia/ocaf008	
doi:10.1101/2023.02.19.23286155	E2	consensus	2023	The Utility of ChatGPT as an Example of Large Language Models in Healthcare Education, Research and Practice: Systematic Review on the Future Perspectives and Potential Limitations	https://doi.org/10.1101/2023.02.19.23286155	
doi:10.1101/2023.08.07.23293769	E2	consensus	2023	Large Language Models (LLMs) and Empathy – A Systematic Review	https://doi.org/10.1101/2023.08.07.23293769	
doi:10.1101/2024.04.15.24305869	E2	consensus	2024	A Systematic Review of Testing and Evaluation of Healthcare Applications of Large Language Models (LLMs)	https://doi.org/10.1101/2024.04.15.24305869	
doi:10.1101/2024.04.19.588095	E2	consensus	2024	Large Language Models to process, analyze, and synthesize biomedical texts – a scoping review	https://doi.org/10.1101/2024.04.19.588095	
doi:10.1101/2024.08.11.24311828	E2	consensus	2024	Testing and Evaluation of Generative Large Language Models in Electronic Health Record Applications: A Systematic Review	https://doi.org/10.1101/2024.08.11.24311828	
doi:10.1109/access.2024.3424945	E2	consensus	2024	Achieving Peak Performance for Large Language Models: A Systematic Review	https://doi.org/10.1109/access.2024.3424945	
doi:10.1109/access.2024.3505983	E2	consensus	2024	Application of Large Language Models in Cybersecurity: A Systematic Literature Review	https://doi.org/10.1109/access.2024.3505983	
doi:10.1109/access.2025.3601206	E2	consensus	2025	A Systematic Literature Review of Hallucinations in Large Language Models	https://doi.org/10.1109/access.2025.3601206	
doi:10.1109/access.2025.3608650	E2	consensus	2025	A Systematic Literature Review of Large Language Model Applications in Industry	https://doi.org/10.1109/access.2025.3608650	
doi:10.1109/aimla67915.2026.11522318	E2	consensus	2026	Intelligent ERP AI Agent with RAG and LLM Integration: A Systematic Literature Review	https://doi.org/10.1109/AIMLA67915.2026.11522318	
doi:10.1109/cste62025.2024.00031	E2	consensus	2024	Large Language Models in Education: A Systematic Review	https://doi.org/10.1109/cste62025.2024.00031	
doi:10.1109/icatc68823.2025.11407822	E2	consensus	2025	Systematic Literature Review of Explainable LLM-Powered ChatOps for CI/CD Pipeline Diagnostics and Developer Support	https://doi.org/10.1109/ICATC68823.2025.11407822	
doi:10.1109/iccae59995.2024.10569797	E2	adjudicated	2024	Ethical Judgment using Large Language Model	https://doi.org/10.1109/iccae59995.2024.10569797	no-abstract domain-topic work; conventionally out of scope
doi:10.1109/icicat68430.2025.11414680	E2	consensus	2025	From Traditional Algorithms to Large Language Models: Evolution of AI in Financial Market Prediction	https://doi.org/10.1109/ICICAT68430.2025.11414680	
doi:10.1109/icimcis68501.2025.11326960	E2	consensus	2025	Conversational Learning Architectures for Vocabulary Acquisition: A Systematic Literature Review of LLM and Spaced Repetition Approaches	https://doi.org/10.1109/ICIMCIS68501.2025.11326960	
doi:10.1109/icodse68111.2025.11351763	E2	consensus	2025	Quality Evaluation of LLM-based Generated Test Case: A Literature Review	https://doi.org/10.1109/ICoDSE68111.2025.11351763	
doi:10.1109/ict4da67218.2025.11282707	E2	consensus	2025	Large Language Model (LLM) based Question and Answering System (QAS): A systematic literature review	https://doi.org/10.1109/ICT4DA67218.2025.11282707	
doi:10.1109/ithet69978.2026.11584977	E2	consensus	2026	AI Multi-Agent Systems for Educational Content Generation: A Systematic Literature Review	https://doi.org/10.1109/ITHET69978.2026.11584977	
doi:10.1109/mipro70003.2026.11591539	E2	consensus	2026	Toward Assisted Engineering of Urban Water Infrastructure: A Systematic Review of Large Language Models in Urban Drainage	https://doi.org/10.1109/MIPRO70003.2026.11591539	
doi:10.1109/seeda-cecnsm68644.2025.11329702	E2	consensus	2025	Cyber Threat Detection and Mitigation on Social Media Using Large Language Models (LLMs): A Systematic Review	https://doi.org/10.1109/SEEDA-CECNSM68644.2025.11329702	
doi:10.1109/sita67914.2025.11273696	E2	consensus	2025	Gamification Empowered by LLM-Based Agents: A Systematic Literature Review	https://doi.org/10.1109/SITA67914.2025.11273696	
doi:10.1109/tkde.2024.3392335	E2	consensus	2024	Recommender Systems in the Era of Large Language Models (LLMs)	https://doi.org/10.1109/tkde.2024.3392335	
doi:10.1109/tkde.2024.3469578	E2	consensus	2024	Large Language Models on Graphs: A Comprehensive Survey	https://doi.org/10.1109/tkde.2024.3469578	
doi:10.1111/apt.18058	E2	consensus	2024	Systematic review: The use of large language models as medical chatbots in digestive diseases	https://doi.org/10.1111/apt.18058	
doi:10.1111/medu.15402	E2	consensus	2024	A systematic review of large language models and their implications in medical education	https://doi.org/10.1111/medu.15402	
doi:10.1136/bmjonc-2025-000759	E2	consensus	2025	Large language models in oncology: a review	https://doi.org/10.1136/bmjonc-2025-000759	
doi:10.1145/3641554.3701863	E2	consensus	2025	Large Language Models in Computer Science Education: A Systematic Literature Review	https://doi.org/10.1145/3641554.3701863	
doi:10.1145/3695988	E2	consensus	2024	Large Language Models for Software Engineering: A Systematic Literature Review	https://doi.org/10.1145/3695988	
doi:10.1145/3708522	E2	consensus	2024	Large Language Model for Vulnerability Detection and Repair: Literature Review and the Road Ahead	https://doi.org/10.1145/3708522	
doi:10.1145/3708525	E2	consensus	2024	Efficient and Green Large Language Models for Software Engineering: Literature Review, Vision, and the Road Ahead	https://doi.org/10.1145/3708525	
doi:10.1145/3712003	E2	consensus	2025	LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision, and the Road Ahead	https://doi.org/10.1145/3712003	
doi:10.1145/3747588	E2	consensus	2025	A Survey on Large Language Models for Code Generation	https://doi.org/10.1145/3747588	
doi:10.1145/3769676	E2	consensus	2025	Large Language Models for Cyber Security: A Systematic Literature Review	https://doi.org/10.1145/3769676	
doi:10.1145/3796522	E2	consensus	2025	A Systematic Literature Review of Parameter-Efficient Fine-Tuning for Large Code Models	https://doi.org/10.1145/3796522	
doi:10.1145/3809494	E2	consensus	2025	The Impact of LLM-Assistants on Software Developer Productivity: A Systematic Review and Mapping Study	https://doi.org/10.1145/3809494	
doi:10.1177/03000605251347556	E2	consensus	2025	Clinical applications of large language models in medicine and surgery: A scoping review	https://doi.org/10.1177/03000605251347556	
doi:10.1186/s12909-024-05239-y	E2	consensus	2024	Large language models for generating medical examinations: systematic review	https://doi.org/10.1186/s12909-024-05239-y	
doi:10.1186/s12911-025-02954-4	E2	consensus	2025	A systematic review of large language model (LLM) evaluations in clinical medicine	https://doi.org/10.1186/s12911-025-02954-4	
doi:10.1186/s12929-025-01131-z	E2	consensus	2025	Impact of large language model (ChatGPT) in healthcare: an umbrella review and evidence synthesis	https://doi.org/10.1186/s12929-025-01131-z	
doi:10.1186/s12939-025-02419-0	E2	consensus	2025	Evaluating and addressing demographic disparities in medical large language models: a systematic review	https://doi.org/10.1186/s12939-025-02419-0	
doi:10.1186/s42400-025-00361-w	E2	consensus	2025	When LLMs meet cybersecurity: a systematic literature review	https://doi.org/10.1186/s42400-025-00361-w	
doi:10.1371/journal.pdig.0000877	E2	consensus	2025	Retrieval augmented generation for large language models in healthcare: A systematic review	https://doi.org/10.1371/journal.pdig.0000877	
doi:10.17892v1	E2	consensus	2025	Advances in Pre-trained Language Models for Domain-Specific Text Classification: A Systematic Review	http://arxiv.org/abs/2510.17892v1	
doi:10.20944/preprints202512.0359.v1	E2	consensus	2025	Retrieval Augmented Generation (RAG) and Large Language Models (LLMs) for Enterprise Knowledge Management and Document Automation: A Systematic Literature Review	https://doi.org/10.20944/preprints202512.0359.v1	
doi:10.21203/rs.3.rs-5589929/v1	E2	consensus	2025	Large Language Model for Requirements Engineering: A Systematic Literature Review	https://doi.org/10.21203/rs.3.rs-5589929/v1	
doi:10.21203/rs.3.rs-9057643/v1	E2	consensus	2026	Synthetic Participants Generated by Large Language Models: A Systematic Literature Review	https://doi.org/10.21203/rs.3.rs-9057643/v1	
doi:10.21203/rs.3.rs-9377879/v1	E2	consensus	2026	Large Language Models for Material Science: A Systematic Review	https://doi.org/10.21203/rs.3.rs-9377879/v1	
doi:10.21203/rs.3.rs-9527568/v1	E2	consensus	2026	Multimodal and Large Language Model Approaches in Cybersecurity: A Systematic Review	https://doi.org/10.21203/rs.3.rs-9527568/v1	
doi:10.21275/sr251207022056	E2	consensus	2025	A Systematic Review of Vulnerability Scanning Tools for Large Language Models (LLMs)	https://doi.org/10.21275/sr251207022056	
doi:10.2139/ssrn.5688905	E2	consensus	2025	Systematic Review of Large Language Model Applications in Transport Engineering	https://doi.org/10.2139/ssrn.5688905	
doi:10.2139/ssrn.6086099	E2	consensus	2026	Systematic Review of Large Language Model Applications in Transport Engineering	https://doi.org/10.2139/ssrn.6086099	
doi:10.2139/ssrn.6864773	E2	consensus	2026	Quality Assurance of Large Language Model-based Software: A Systematic Literature Review	https://doi.org/10.2139/ssrn.6864773	
doi:10.21533/pen.v13.i3.460	E2	consensus	2025	Large language models in medicine: A systematic review of applications in medical, healthcare, and educational contexts	https://doi.org/10.21533/pen.v13.i3.460	
doi:10.2196/22769	E2	consensus	2024	Applications and Concerns of ChatGPT and Other Conversational Large Language Models in Health Care: Systematic Review	https://doi.org/10.2196/22769	
doi:10.2196/52597	E2	consensus	2024	Large Language Models and Empathy: Systematic Review	https://doi.org/10.2196/52597	
doi:10.2196/57400	E2	consensus	2024	Large Language Models for Mental Health Applications: Systematic Review	https://doi.org/10.2196/57400	
doi:10.2196/59607	E2	consensus	2024	Examining the Role of Large Language Models in Orthopedics: Systematic Review	https://doi.org/10.2196/59607	
doi:10.2196/64963	E2	consensus	2025	Comparing Diagnostic Accuracy of Clinical Professionals and Large Language Models: Systematic Review and Meta-Analysis	https://doi.org/10.2196/64963	
doi:10.2196/65984	E2	consensus	2025	Large Language Model Applications for Health Information Extraction in Oncology: Scoping Review	https://doi.org/10.2196/65984	
doi:10.2196/66648	E2	consensus	2024	Large Language Models in Gastroenterology: Systematic Review	https://doi.org/10.2196/66648	
doi:10.2196/72062	E2	consensus	2025	Large Language Models in Medical Diagnostics: Scoping Review With Bibliometric Analysis	https://doi.org/10.2196/72062	
doi:10.2196/preprints.52600	E2	adjudicated	2023	The Application Potential of Large Language Model in the Management for Diabetic Ketoacidosis: Systematic Review (Preprint)	https://doi.org/10.2196/preprints.52600	clinical application review
doi:10.2196/preprints.79039	E2	consensus	2025	Large Language Model–Based Virtual Patient Systems for History-Taking in Medical Education: Comprehensive Systematic Review (Preprint)	https://doi.org/10.2196/preprints.79039	
doi:10.22260/isarc2026/0172	E2	adjudicated	2026	Domain-specific Large Language Model Pretraining for Construction Specification Review	https://doi.org/10.22260/isarc2026/0172	no-abstract domain-topic work; conventionally out of scope
doi:10.30574/wjarr.2025.26.2.1665	E2	adjudicated	2025	Building an LLM Agent for Life Sciences Literature QA and Summarization	https://doi.org/10.30574/wjarr.2025.26.2.1665	generic RAG literature QA/summarization
doi:10.30574/wjarr.2026.29.3.0679	E2	consensus	2026	LLM integration and the zero trust perimeter: A systematic review of trust enforcement failures and defensive architectures	https://doi.org/10.30574/wjarr.2026.29.3.0679	
doi:10.31004/riggs.v5i1.6990	E2	consensus	2026	The Evolution of Decision Support Systems (DSS) to Strategic AI: A Systematic Review of Architectural Shifts and Business Value	https://doi.org/10.31004/riggs.v5i1.6990	
doi:10.31219/osf.io/63nbc_v1	E2	consensus	2025	Automated Video Analytics in Marketing Research: A Systematic Literature Review and a Novel Multimodal Large Language Model Method.	https://doi.org/10.31219/osf.io/63nbc_v1	
doi:10.32038/ltrq.2025.49.13	E2	consensus	2025	Artificial Intelligence in Language Education: A Systematic Review of Multilingual Applications, Large Language Models, and Emerging Challenges	https://doi.org/10.32038/ltrq.2025.49.13	
doi:10.3389/fdgth.2025.1659134	E2	consensus	2025	Large language models in real-world clinical workflows: a systematic review of applications and implementation	https://doi.org/10.3389/fdgth.2025.1659134	
doi:10.3389/feduc.2024.1392091	E2	consensus	2024	The impact of large language models on higher education: exploring the connection between AI and Education 4.0	https://doi.org/10.3389/feduc.2024.1392091	
doi:10.3389/feduc.2026.1733861	E2	consensus	2026	Task automation and instructional planning support with large language models: a systematic review	https://doi.org/10.3389/feduc.2026.1733861	
doi:10.3389/fmed.2024.1512824	E2	consensus	2025	Emerging applications of NLP and large language models in gastroenterology and hepatology: a systematic review	https://doi.org/10.3389/fmed.2024.1512824	
doi:10.3389/fpsyt.2024.1422807	E2	consensus	2024	Applications of large language models in psychiatry: a systematic review	https://doi.org/10.3389/fpsyt.2024.1422807	
doi:10.3390/app14125068	E2	consensus	2024	From Large Language Models to Large Multimodal Models: A Literature Review	https://doi.org/10.3390/app14125068	
doi:10.3390/app15105683	E2	consensus	2025	Large Language Model-Powered Automated Assessment: A Systematic Review	https://doi.org/10.3390/app15105683	
doi:10.3390/app16010368	E2	consensus	2025	Retrieval-Augmented Generation (RAG) and Large Language Models (LLMs) for Enterprise Knowledge Management and Document Automation: A Systematic Literature Review	https://doi.org/10.3390/app16010368	
doi:10.3390/asi9040068	E2	consensus	2026	Systemic Integration of Artificial Intelligence in Financial Project Management: A Systematic Literature Review and BERTopic-Based Analysis	https://doi.org/10.3390/asi9040068	
doi:10.3390/fi17120536	E2	consensus	2025	A Literature Review of Personalized Large Language Models for Email Generation and Automation	https://doi.org/10.3390/fi17120536	
doi:10.3390/healthcare11060887	E2	consensus	2023	ChatGPT Utility in Healthcare Education, Research, and Practice: Systematic Review on the Promising Perspectives and Valid Concerns	https://doi.org/10.3390/healthcare11060887	
doi:10.3390/healthcare11202776	E2	consensus	2023	Leveraging Generative AI and Large Language Models: A Comprehensive Roadmap for Healthcare Integration	https://doi.org/10.3390/healthcare11202776	
doi:10.3390/healthcare12080825	E2	consensus	2024	AI and Ethics: A Systematic Review of the Ethical Considerations of Large Language Model Use in Surgery Research	https://doi.org/10.3390/healthcare12080825	
doi:10.3390/healthcare13060603	E2	consensus	2025	A Review of Large Language Models in Medical Education, Clinical Decision Support, and Healthcare Administration	https://doi.org/10.3390/healthcare13060603	
doi:10.3390/info15060345	E2	consensus	2024	Large Language Models (LLMs) in Engineering Education: A Systematic Review and Suggestions for Practical Adoption	https://doi.org/10.3390/info15060345	
doi:10.3390/info16100894	E2	consensus	2025	Large Language Model Agents for Biomedicine: A Comprehensive Review of Methods, Evaluations, Challenges, and Future Directions	https://doi.org/10.3390/info16100894	
doi:10.3390/info17060615	E2	consensus	2026	Large Language Model Adoption: Systematic Review, Theoretical Frameworks, and Meta-Analytic Evidence	https://doi.org/10.3390/info17060615	
doi:10.3390/jcm13113041	E2	consensus	2024	Clinical and Surgical Applications of Large Language Models: A Systematic Review	https://doi.org/10.3390/jcm13113041	
doi:10.3390/su18115313	E2	consensus	2026	Human–AI Collaboration Across Decision Support, Autonomous Systems, and LLM Agents: A Systematic Review and Collaboration Convergence Framework	https://doi.org/10.3390/su18115313	
doi:10.3390/vaccines13040350	E2	consensus	2025	Safety and Efficacy of Vaccination During Lactation: A Comprehensive Review of Vaccines for Maternal and Infant Health Utilizing a Large Language Model Citation Screening System	https://doi.org/10.3390/vaccines13040350	
doi:10.36227/techrxiv.174060396.65470777/v1	E2	consensus	2025	Potential of Large Language Model for Activity Recognition in Activities of Daily Living: A Systematic Review	https://doi.org/10.36227/techrxiv.174060396.65470777/v1	
doi:10.36227/techrxiv.175423896.60947030/v1	E2	consensus	2025	The Triple Illusion Architecture: An Ontological Analysis of Systematic Knowledge Gaps in Large Language Model Interactions	https://doi.org/10.36227/techrxiv.175423896.60947030/v1	
doi:10.38124/ijisrt/26apr455	E2	consensus	2026	A Systematic Review of Large Language Models for Automation in Civil Engineering: Applications, Challenges, and Future Directions	https://doi.org/10.38124/ijisrt/26apr455	
doi:10.4274/dir.2026.263812	E2	consensus	2026	Reporting checklist for foundation and large language models in medical research (REFINE): an international consensus guideline	https://doi.org/10.4274/dir.2026.263812	
doi:10.5281/zenodo.19042469	E2	consensus	2026	A Taxonomy of Epistemic Failure Modes in Large Language Models	https://doi.org/10.5281/zenodo.19042469	
doi:10.5334/uproc.201	E2	consensus	2025	Artificial Intelligence and Large Language Models in Higher Education: Results of a Systematic Review 	https://doi.org/10.5334/uproc.201	
doi:10.5753/latinoware.2025.16271	E2	consensus	2025	Applications of Knowledge Graphs in the Portuguese Language: A Systematic Literature Review	https://doi.org/10.5753/latinoware.2025.16271	
doi:10.59431/jda.v5i1.810	E2	consensus	2026	Large Language Model Integration in Desktop Applications: A Systematic Literature Review	https://doi.org/10.59431/jda.v5i1.810	
doi:10.63116/vxul2925	E2	consensus	2025	The Accuracy of ChatGPT in Answering FAQs, Making Clinical Recommendations, and Categorizing Patient Symptoms: A Literature Review.	https://doi.org/10.63116/vxul2925	
doi:10.66972/ada202734	E2	consensus	2026	From Multi-Agent Reinforcement Learning to Agentic AI: A Comprehensive Literature Review of Algorithmic Advances and Decision-Analytic Implications (2020-2025)	https://doi.org/10.66972/ada202734	
doi:10.1111/1742-6723.70148	E3	adjudicated	2025	The Role of Artificial Intelligence in Enabling Medical Research	https://doi.org/10.1111/1742-6723.70148	commentary on AI in medical research; no methodological guidance
doi:10.1111/2041-210x.14397/v1/review1	E3	consensus	2024	Review for "Pressure to publish introduces large‐language model risks"	https://doi.org/10.1111/2041-210x.14397/v1/review1	
doi:10.32388/4hde0x	E3	consensus	2025	Review of: "A Dutch Financial Large Language Model"	https://doi.org/10.32388/4hde0x	
doi:10.32388/wiskgx	E3	consensus	2024	Review of: "A Dutch Financial Large Language Model"	https://doi.org/10.32388/wiskgx	
arxiv:2401.06320	E6	consensus	2024	Zero-shot Generative Large Language Models for Systematic Review Screening Automation	http://arxiv.org/abs/2401.06320v2	
doi:10.32942/x21s64	E6	consensus	2024	Leveraging AI to improve evidence synthesis in conservation	https://doi.org/10.32942/x21s64	
arxiv:2305.11828	I	consensus	2023	Appraising the Potential Uses and Harms of LLMs for Medical Systematic Reviews	http://arxiv.org/abs/2305.11828v3	
arxiv:2306.14905	I	consensus	2023	PRISMA-DFLLM: An Extension of PRISMA for Systematic Literature Reviews using Domain-specific Finetuned Large Language Models	https://doi.org/10.48550/arxiv.2306.14905	
arxiv:2308.06610	I	consensus	2023	Bio-SIEVE: Exploring Instruction Tuning Large Language Models for Systematic Review Automation	https://doi.org/10.48550/arXiv.2308.06610	
arxiv:2403.02574	I	consensus	2024	ChatCite: LLM Agent with Human Workflow Guidance for Comparative Literature Summary	https://doi.org/10.48550/arXiv.2403.02574	
arxiv:2403.08399	I	consensus	2024	System for systematic literature review using multiple AI agents: Concept and an empirical evaluation	http://arxiv.org/abs/2403.08399v2	
arxiv:2405.14445	I	consensus	2024	Exploring the use of a Large Language Model for data extraction in systematic reviews: a rapid feasibility study	http://arxiv.org/abs/2405.14445v2	
arxiv:2406.17755	I	consensus	2024	Accelerating Clinical Evidence Synthesis with Large Language Models	https://doi.org/10.48550/arxiv.2406.17755	
arxiv:2408.04646	I	consensus	2024	Efficacy of Large Language Models in Systematic Reviews	http://arxiv.org/abs/2408.04646v2	
arxiv:2409.04600	I	consensus	2024	The emergence of Large Language Models (LLM) as a tool in literature reviews: an LLM automated systematic review	http://arxiv.org/abs/2409.04600v1	
arxiv:2411.02451	I	consensus	2024	High-performance automated abstract screening with large language model ensembles	http://arxiv.org/abs/2411.02451v2	
arxiv:2411.06159	I	consensus	2024	Mixture of Knowledge Minigraph Agents for Literature Review Generation	http://arxiv.org/abs/2411.06159v3	
arxiv:2412.15247	I	consensus	2024	Streamlining Systematic Reviews: A Novel Application of Large Language Models	http://arxiv.org/abs/2412.15247v1	
arxiv:2501.05468	I	consensus	2025	LatteReview: A Multi-Agent Framework for Systematic Review Automation Using Large Language Models	http://arxiv.org/abs/2501.05468v2	
arxiv:2501.19359	I	consensus	2025	Mechanical Properties of the Meninges: Large Language Model Assisted Systematic Review of over 25,000 Studies	http://arxiv.org/abs/2501.19359v1	
arxiv:2502.14767	I	consensus	2025	Tree-of-Debate: Multi-Persona Debate Trees Elicit Critical Thinking for Scientific Comparative Analysis	http://arxiv.org/abs/2502.14767v2	
arxiv:2502.15702	I	consensus	2025	Large language models streamline automated systematic review: A preliminary study	http://arxiv.org/abs/2502.15702v1	
arxiv:2503.13857	I	consensus	2025	Enabling Inclusive Systematic Reviews: Incorporating Preprint Articles with Large Language Model-Driven Evaluations	http://arxiv.org/abs/2503.13857v4	
arxiv:2504.04193	I	consensus	2025	AiReview: An Open Platform for Accelerating Systematic Reviews with LLMs	http://arxiv.org/abs/2504.04193v1	
arxiv:2504.08752	I	consensus	2025	Patience is all you need! An agentic system for performing scientific literature review	http://arxiv.org/abs/2504.08752v1	
arxiv:2504.14822	I	consensus	2025	Completing A Systematic Review in Hours instead of Months with Interactive AI Agents	http://arxiv.org/abs/2504.14822v2	
arxiv:2504.20276	I	consensus	2025	Enhancing Systematic Reviews with Large Language Models: Using GPT-4 and Kimi	http://arxiv.org/abs/2504.20276v1	
arxiv:2505.07155	I	consensus	2025	Reassessing Large Language Model Boolean Query Generation for Systematic Reviews	http://arxiv.org/abs/2505.07155v2	
arxiv:2505.20310	I	consensus	2025	Manalyzer: End-to-end Automated Meta-analysis with Multi-agent System	https://doi.org/10.48550/arXiv.2505.20310	
arxiv:2505.22787	I	consensus	2025	Can Large Language Models Match the Conclusions of Systematic Reviews?	http://arxiv.org/abs/2505.22787v1	
arxiv:2505.24757	I	consensus	2025	LGAR: Zero-Shot LLM-Guided Neural Ranking for Abstract Screening in Systematic Literature Reviews	https://doi.org/10.48550/arXiv.2505.24757	
arxiv:2508.12170	I	consensus	2025	Energy Efficiency in Robotics Software: A Systematic Literature Review (2020-2024)	https://doi.org/10.48550/arXiv.2508.12170	
arxiv:2510.05138	I	consensus	2025	LiRA: A Multi-Agent Framework for Reliable and Readable Literature Review Generation	https://doi.org/10.48550/arXiv.2510.05138	
arxiv:2510.16091	I	consensus	2025	Evaluating Prompting Strategies and Large Language Models in Systematic Literature Review Screening: Relevance and Task-Stage Classification	https://doi.org/10.48550/arXiv.2510.16091	
arxiv:2511.12635	I	consensus	2025	LLM4SCREENLIT: Recommendations on Assessing the Performance of Large Language Models for Screening Literature in Systematic Reviews	http://arxiv.org/abs/2511.12635v2	
arxiv:2511.17689	I	consensus	2025	ARISE: Agentic Rubric-Guided Iterative Survey Engine for Automated Scholarly Paper Generation	http://arxiv.org/abs/2511.17689v1	
arxiv:2512.11261	I	consensus	2025	Leveraging LLMs for Title and Abstract Screening for Systematic Review: A Cost-Effective Dynamic Few-Shot Learning Approach	http://arxiv.org/abs/2512.11261v1	
arxiv:2512.20022	I	consensus	2025	LLM-Assisted Abstract Screening with OLIVER: Evaluating Calibration and Single-Model vs. Actor-Critic Configurations in Literature Reviews	https://doi.org/10.48550/arXiv.2512.20022	
arxiv:2602.00011	I	consensus	2025	Chained Prompting for Better Systematic Review Search Strategies	http://arxiv.org/abs/2602.00011v1	
arxiv:2603.22327	I	consensus	2026	Evaluating AI-based Scientific Knowledge Synthesis with Epidemiological Systematic Reviews	arXiv:2603.22327	
arxiv:2603.24767	I	consensus	2026	Fine-Tuning A Large Language Model for Systematic Review Screening	http://arxiv.org/abs/2603.24767v1	
arxiv:2603.28336	I	consensus	2026	A Multi-Agent Rhizomatic Pipeline for Non-Linear Literature Analysis	http://arxiv.org/abs/2603.28336v2	
arxiv:2604.01452	I	consensus	2026	A Multi-Agent Human-LLM Collaborative Framework for Closed-Loop Scientific Literature Summarization	http://arxiv.org/abs/2604.01452v1	
arxiv:2605.15245	I	adjudicated	2026	Assistance to Autonomy: A Systematic Literature Review of Agentic AI across the Software Development Life Cycle	https://doi.org/10.48550/arXiv.2605.15245	SLR describing its own multi-agent LLM screening pipeline; application exemplar
arxiv:2606.28363	I	consensus	2026	meta-pipe: An LLM-agent pipeline for end-to-end automated systematic review and meta-analysis	arXiv:2606.28363	
arxiv:2607.05031	I	adjudicated	2026	LLM-Based Test Oracles: Source-of-Authority Taxonomy -- A Systematic Literature Review	arXiv:2607.05031	SLR reporting own LLM pre-filter with dual-human screening; application exemplar
doi:10.1001/jamanetworkopen.2024.20496	I	consensus	2024	Performance of a Large Language Model in Screening Citations	https://doi.org/10.1001/jamanetworkopen.2024.20496	
doi:10.1002/cesm.70033	I	consensus	2025	Data Extractions Using a Large Language Model (Elicit) and Human Reviewers in Randomized Controlled Trials: A Systematic Comparison	https://doi.org/10.1002/cesm.70033	
doi:10.1002/cesm.70042	I	consensus	2025	Enhancing Evidence Synthesis Efficiency: Leveraging Large Language Models and Agentic Workflows for Optimized Literature Screening	https://doi.org/10.1002/cesm.70042	
doi:10.1002/cesm.70058	I	consensus	2025	Harnessing Large‐Language Models for Efficient Data Extraction in Systematic Reviews: The Role of Prompt Engineering	https://doi.org/10.1002/cesm.70058	
doi:10.1002/hkj2.70085	I	consensus	2026	Automated systematic reviews using machine learning and large language models in clinical practice guideline development: A perspective	https://doi.org/10.1002/hkj2.70085	
doi:10.1002/jrsm.1710	I	consensus	2024	Data extraction for evidence synthesis using a large language model: A proof‐of‐concept study	https://doi.org/10.1002/jrsm.1710	
doi:10.1002/jrsm.1715	I	consensus	2024	Can large language models replace humans in systematic reviews? Evaluating <scp>GPT</scp>‐4's efficacy in screening and extracting data from peer‐reviewed and grey literature in multiple languages	https://doi.org/10.1002/jrsm.1715	
doi:10.1002/jrsm.1732	I	consensus	2024	Performance of two large language models for data extraction in evidence synthesis	https://doi.org/10.1002/jrsm.1732	
doi:10.1007/978-3-031-56027-9_25	I	consensus	2024	Zero-shot Generative Large Language Models for Systematic Review Screening Automation	https://doi.org/10.1007/978-3-031-56027-9_25	
doi:10.1007/s10462-024-10902-3	I	consensus	2024	Artificial intelligence for literature reviews: opportunities and challenges	https://doi.org/10.1007/s10462-024-10902-3	
doi:10.1007/s11192-024-05206-w	I	consensus	2025	Disentangling patent quality: using a large language model for a systematic literature review	https://doi.org/10.1007/s11192-024-05206-w	
doi:10.1007/s41669-024-00476-9	I	consensus	2024	Artificial Intelligence to Automate Network Meta-Analyses: Four Case Studies to Evaluate the Potential Application of Large Language Models	https://doi.org/10.1007/s41669-024-00476-9	
doi:10.1016/j.accre.2025.03.013	I	consensus	2025	Global agricultural adaptation case database and trend analysis based on large language models	https://doi.org/10.1016/j.accre.2025.03.013	
doi:10.1016/j.ijmedinf.2025.106035	I	consensus	2025	Enhancing AI for citation screening in literature reviews: Improving accuracy with ensemble models	https://doi.org/10.1016/j.ijmedinf.2025.106035	
doi:10.1016/j.jbi.2024.104640	I	consensus	2024	Leveraging generative AI for clinical evidence synthesis needs to ensure trustworthiness	https://doi.org/10.1016/j.jbi.2024.104640	
doi:10.1016/j.jclinepi.2025.111746	I	consensus	2025	Large language models for conducting systematic reviews: on the rise, but not yet ready for use—a scoping review	https://doi.org/10.1016/j.jclinepi.2025.111746	
doi:10.1016/j.jval.2025.04.1193	I	consensus	2025	MSR41 The Use of Large Language Models for Systematic Literature Review Automation: An Evaluation of Quality and Time Savings	https://doi.org/10.1016/j.jval.2025.04.1193	
doi:10.1016/j.jval.2025.08.002	I	consensus	2025	A4SLR: An Agentic Artificial Intelligence-Assisted Systematic Literature Review Framework to Augment Evidence Synthesis for Health Economics and Outcomes Research and Health Technology Assessment	https://doi.org/10.1016/j.jval.2025.08.002	
doi:10.1016/j.jval.2025.09.2953	I	consensus	2025	SA11 An AI-Enhanced Targeted Literature Review Workflow to Support Inclusive Research Practices and Population Science Research: A Human-in-the-Loop Approach	https://doi.org/10.1016/j.jval.2025.09.2953	
doi:10.1016/j.jval.2025.09.3033	I	consensus	2025	SA92 Testing Automated-Prompt Engineering Strategies for Systematic Literature Review Screening	https://doi.org/10.1016/j.jval.2025.09.3033	
