date	round_id	phase	source	exact_query_or_seed	direction	hits	screened	included_keys	excluded_keys	notes
2026-08-04	closure-audit-5	database-search	Crossref REST API	deferred nondeterminism symbolic execution visible state	query	2419596	100	pandey2019deferred,kuznetsov2012merging,ayoun2026soteria,tang2024highlow,trabish2023quantifiers,wang2019scse,chang2018symbolictypes	-	C5-03; first 100 relevance-ranked records title-screened; merged and deferred symbolic-execution neighbors retained; round reopened elsewhere; snapshot screening/audit-5-03.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	lazy initialization bounded exhaustive testing choice	query	1070004	100	geldenhuys2013bounded,runciman2008smallcheck,rosner2015bliss,bengolea2014repok,coppit2005assurance,dewey2020mimis,jagannath2009reducing,copia2022lissa,copia2023precise,leung1991demand	-	C5-04; first 100 relevance-ranked records title-screened; Lazy SmallCheck and bounded lazy initialization reopen the demand-driven-testing map; snapshot screening/audit-5-04.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	unforced choice observable result enumeration	query	478226	100	-	-	C5-05; first 100 relevance-ranked records title-screened; no technical work met the revised trigger; round already reopened by C5-04; snapshot screening/audit-5-05.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	Fair Scheme functional logic nondeterminism	query	1440369	100	jost2023fairscheme,antoy2014fairscheme,antoy2012basic,tang2024highlow	-	C5-06; first 100 relevance-ranked records title-screened; known functional-logic lineage recovered; round already reopened; snapshot screening/audit-5-06.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	fair search needed computation choice fingerprint	query	1116094	100	-	-	C5-07; first 100 relevance-ranked records title-screened; no additional technical neighbor met the trigger; round already reopened; snapshot screening/audit-5-07.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	demand driven search choice identifier branching information	query	4066535	100	-	-	C5-08; first 100 relevance-ranked records title-screened; no additional technical neighbor met the trigger; round already reopened; snapshot screening/audit-5-08.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	pull tabbing fingerprint exhaustive results	query	839193	100	udell1989pseudo,mumtaz2011partial,pomeranz2026diagnostic	-	C5-09; first 100 relevance-ranked records title-screened; pseudo-exhaustive and gate-exhaustive testing reopen the local-exhaustive map; snapshot screening/audit-5-09.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	shared choice term graph demand evaluation	query	3628097	100	-	-	C5-10; first 100 relevance-ranked records title-screened; no additional technical neighbor met the trigger; round already reopened; snapshot screening/audit-5-10.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	partial choice assignment result enumeration	query	793038	100	sebastiani2025entailment,masina2025omtpartial,brown1979redundant	-	C5-11; first 100 relevance-ranked records title-screened; the CADE entailment paper was already cataloged under its retained key; other partial-assignment enumeration neighbors remain within the existing model-enumeration cluster; round already reopened; snapshot screening/audit-5-11.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	projected model enumeration irrelevant variables	query	3260482	100	spallitta2025projected,niu2019augmenting	-	C5-12; first 100 relevance-ranked records title-screened; projected enumeration and explicit irrelevant-variable representation retained; round already reopened; snapshot screening/audit-5-12.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	demanded decisions input partition symbolic execution	query	405069	100	dinges2014targeted,hussein2023structural,ayoun2026soteria,lucanu2017generic	-	C5-13; first 100 relevance-ranked records title-screened; targeted and path-merged symbolic-execution neighbors retained; round already reopened; snapshot screening/audit-5-13.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	observable choice trace exact enumeration	query	618119	100	balestriero2023fast	-	C5-14; first 100 relevance-ranked records title-screened; exact neural activation-region enumeration reopens the map; snapshot screening/audit-5-14.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	mux dataflow graph demand selection	query	842928	100	biswas1990macrodataflow,avron1994stability,duesterwald1997demand	arvind1985demand	C5-15; first 100 relevance-ranked records title-screened; one-page abstract excluded after primary-record check; classical demand-driven dataflow semantics reopens the terminology audit; snapshot screening/audit-5-15.tsv
2026-08-04	closure-audit-5	database-search	Crossref REST API	residual symbolic value partial decision map	query	2166145	100	-	-	C5-16; first 100 relevance-ranked records title-screened; no additional technical neighbor met the trigger; round already reopened; snapshot screening/audit-5-16.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.1145/566172.566191	backward	27	23	marinov2001testera,goodenough1975selection	-	seed-key:boyapati2002korat; discovery-only; four identifiers unresolved and the index omits five entries from the complete primary bibliography; snapshot screening/openalex-boyapati2002korat-backward.tsv
2026-08-04	closure-reopened-primary-2	backward-snowballing	Primary paper bibliography	DOI:10.1145/566172.566191	backward	32	32	marinov2001testera,goodenough1975selection	-	seed-key:boyapati2002korat; primary-complete; exact 32-entry bibliography title-screened; snapshot screening/primary-boyapati2002korat-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.1145/566172.566191	forward	300	300	khurshid2003generalized,marinov2001testera,gligoric2010udita,coppit2005assurance,jagannath2009reducing,geldenhuys2013bounded,bengolea2014repok,simons2007jwalk,celik2017gpu,copia2022lissa,copia2023precise,rauf2018iterative,politano2024beapi,allwood2011highcoverage,braione2015heap,alawar2021tempo	-	seed-key:boyapati2002korat; all 300 indexed citing titles screened; duplicate title records retained in the frozen export; snapshot screening/openalex-boyapati2002korat-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	OpenAlex:W315983254	backward	4	4	antoy1997parallel,hanus1997unified,claessen2000quickcheck	-	seed-key:lindblad2007property; discovery-only; index omits the demand-driven-search report and companion artifact from the six-entry primary bibliography; snapshot screening/openalex-lindblad2007property-backward.tsv
2026-08-04	closure-reopened-primary-2	backward-snowballing	Primary paper bibliography	TITLE:Property Directed Generation of First-Order Test Data	backward	6	6	antoy1997parallel,hanus1997unified,claessen2000quickcheck,hanus1998demand	-	seed-key:lindblad2007property; primary-complete; exact six-entry bibliography including the companion artifact title-screened; snapshot screening/primary-lindblad2007property-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	OpenAlex:W315983254	forward	41	41	runciman2008smallcheck,bulwahn2012newquickcheck,christiansen2008easycheck,lampropoulos2017goodgenerators,naylor2007reach,allwood2011highcoverage,bulwahn2012smart,fowler2017failing,fischer2010thesis	-	seed-key:lindblad2007property; all reported citing titles screened; snapshot screening/openalex-lindblad2007property-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.1007/978-3-319-67549-7_3	backward	19	19	huang2017complete	-	seed-key:krafczyk2017effective; all indexed references title-screened; equivalence-class testing lineage retained; snapshot screening/openalex-krafczyk2017effective-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.1007/978-3-319-67549-7_3	forward	1	1	-	-	seed-key:krafczyk2017effective; sole indexed citing title screened and did not define a closer input partition; snapshot screening/openalex-krafczyk2017effective-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.1016/j.scico.2023.103005	backward	46	28	huang2017complete,krafczyk2017effective	-	seed-key:huang2024exhaustive; metadata was available for 28 of 46 linked works and every available title was screened; snapshot screening/openalex-huang2024exhaustive-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.1016/j.scico.2023.103005	forward	8	8	-	-	seed-key:huang2024exhaustive; all reported citing titles screened; later applications do not define a closer observer partition; snapshot screening/openalex-huang2024exhaustive-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.1109/ICASSP49357.2023.10095698	backward	35	16	avis1996reverse	-	seed-key:balestriero2023fast; discovery-only; metadata was available for 16 of 35 linked works and the paper omits several earlier exact region-enumeration methods; snapshot screening/openalex-balestriero2023fast-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.1109/ICASSP49357.2023.10095698	forward	1	1	-	-	seed-key:balestriero2023fast; sole indexed citing title screened; the known Drammis citation is absent from this index snapshot; snapshot screening/openalex-balestriero2023fast-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.1137/15M1027930	backward	6	6	avis1996reverse,edelsbrunner1986arrangements,zaslavsky1975arrangements	-	seed-key:rada2018new; all indexed references title-screened; snapshot screening/openalex-rada2018new-backward.tsv
2026-08-04	closure-reopened-primary-2	backward-snowballing	Primary paper bibliography	DOI:10.1137/15M1027930	backward	10	10	avis1996reverse,sleumer1998output,edelsbrunner1986arrangements,zaslavsky1975arrangements	-	seed-key:rada2018new; primary-complete; exact ten-entry bibliography title-screened; snapshot screening/primary-rada2018new-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.1137/15M1027930	forward	21	21	-	-	seed-key:rada2018new; all reported citing titles screened; applications did not define a closer graph-relative observer; snapshot screening/openalex-rada2018new-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.48550/arXiv.1711.02114	backward	22	20	montufar2014regions,zaslavsky1975arrangements	-	seed-key:serra2018bounding; metadata was available for 20 of 22 linked works and every available title was screened; snapshot screening/openalex-serra2018bounding-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.48550/arXiv.1711.02114	forward	47	47	yang2020facelattices	-	seed-key:serra2018bounding; all reported citing titles screened; exact and approximate neural-region successors retained for deeper lineage work; snapshot screening/openalex-serra2018bounding-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.1109/ICRA48506.2021.9561956	backward	68	40	montufar2014regions,hanin2019patterns,hanin2019complexity,yang2020facelattices	-	seed-key:vincent2021reachable; metadata was available for 40 of 68 linked works and every available title was screened; snapshot screening/openalex-vincent2021reachable-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.1109/ICRA48506.2021.9561956	forward	2	2	-	-	seed-key:vincent2021reachable; both indexed citing titles screened; snapshot screening/openalex-vincent2021reachable-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.48550/arXiv.2207.07696	backward	0	0	-	-	seed-key:masden2022algorithmic; discovery-only; index exposes no references despite a 22-entry version-one bibliography; snapshot screening/openalex-masden2022algorithmic-backward.tsv
2026-08-04	closure-reopened-primary-2	backward-snowballing	Primary version-one bibliography	DOI:10.48550/arXiv.2207.07696	backward	22	22	serra2018bounding,grigsby2020transversality,montufar2014regions,hanin2019patterns,hanin2019complexity	-	seed-key:masden2022algorithmic; primary-complete for arXiv version one; exact 22-entry bibliography title-screened; Balestriero et al. 2019 was previously misidentified as the 2023 Balestriero--LeCun paper; snapshot screening/primary-masden2022algorithmic-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.48550/arXiv.2207.07696	forward	2	2	-	-	seed-key:masden2022algorithmic; both indexed citing titles screened; snapshot screening/openalex-masden2022algorithmic-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.48550/arXiv.2306.07212	backward	0	0	-	-	seed-key:berzins2023polyhedral; discovery-only; OpenAlex returned a zero-record neighborhood; printed references were reviewed during source reading but not separately exported; snapshot screening/openalex-berzins2023polyhedral-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.48550/arXiv.2306.07212	forward	0	0	-	-	seed-key:berzins2023polyhedral; zero indexed citations is not a global no-citation claim; snapshot screening/openalex-berzins2023polyhedral-forward.tsv
2026-08-04	closure-reopened-seeds-2	backward-snowballing	OpenAlex API	DOI:10.48550/arXiv.2403.00860	backward	0	0	-	-	seed-key:drammis2024parallel; discovery-only; OpenAlex returned a zero-record neighborhood; printed references were reviewed during source reading but not separately exported; snapshot screening/openalex-drammis2024parallel-backward.tsv
2026-08-04	closure-reopened-seeds-2	forward-snowballing	OpenAlex API	DOI:10.48550/arXiv.2403.00860	forward	0	0	-	-	seed-key:drammis2024parallel; zero indexed citations is not a global no-citation claim; snapshot screening/openalex-drammis2024parallel-forward.tsv
2026-08-04	dataflow-demand-primary-3	backward-snowballing	Primary paper bibliography	DOI:10.1007/BF03259389	backward	29	29	pingali1985efficient,kahn1974semantics,berry1978stable,trakhtenbrot1975sequential	-	seed-key:avron1994stability; primary-complete; exact 29-entry bibliography title-screened
2026-08-04	dataflow-demand-forward-3	forward-snowballing	OpenAlex API	DOI:10.1007/BF03259389	forward	2	2	-	-	seed-key:avron1994stability; all two indexed citing titles screened; no closer symbolic-input fiber enumerator found; snapshot screening/openalex-avron1994-forward.tsv
2026-08-04	dataflow-demand-primary-3	backward-snowballing	Primary report bibliography	MIT-LCS-TM-242	backward	16	16	kahn1974semantics	-	seed-key:pingali1985efficient; primary-complete; exact 16-entry technical-report bibliography title-screened
2026-08-04	dataflow-demand-forward-3	forward-snowballing	OpenAlex API	DOI:10.1145/3318.3480	forward	38	38	pingali1986efficient,vin1990efficient	-	seed-key:pingali1985efficient; all 38 indexed citing titles screened; only Part 2 and Vin et al. materially strengthen the direct lineage; snapshot screening/openalex-pingali1985efficient-forward.tsv
2026-08-04	dataflow-demand-index-3	backward-snowballing	OpenAlex API	DOI:10.1007/BF03259389	backward	20	19	berry1978stable,kahn1974semantics,trakhtenbrot1975sequential,pingali1986efficient	-	seed-key:avron1994stability; discovery-only; one identifier unresolved and index omits ten entries from the 29-entry primary bibliography; snapshot screening/openalex-avron1994-backward.tsv
2026-08-04	dataflow-demand-index-3	backward-snowballing	OpenAlex API	DOI:10.1145/3318.3480	backward	16	16	-	-	seed-key:pingali1985efficient; discovery-only; count matches but index omits several printed references and substitutes duplicate or surrogate records; snapshot screening/openalex-pingali1985efficient-backward.tsv
2026-08-04	closure-neural-semantic-3	forward-snowballing	Semantic Scholar Graph API	DOI:10.1137/15M1027930	forward	18	18	drammis2024parallel	-	seed-key:rada2018new; all 18 reported citing records title-screened; snapshot screening/semantic-scholar-rada2018new-forward.tsv
2026-08-04	closure-neural-semantic-3	forward-snowballing	Semantic Scholar Graph API	ARXIV:1711.02114	forward	304	304	joyce2025skip,drammis2024parallel,berzins2023polyhedral,masden2022algorithmic,wang2022regions,xu2022traversing,girardsatabin2021disco,grigsby2020transversality,yang2020facelattices,robinson2020dissecting,hanin2019patterns,hanin2019complexity	-	seed-key:serra2018bounding; all 304 reported citing records title-screened; exact neural-region successors retained; snapshot screening/semantic-scholar-serra2018bounding-forward.tsv
2026-08-04	closure-neural-semantic-3	forward-snowballing	Semantic Scholar Graph API	DOI:10.1109/ICRA48506.2021.9561956	forward	59	59	vincent2021reachable,xu2022traversing	-	seed-key:vincent2021reachable; all 59 reported citing records title-screened; expanded 2025 RPM version consolidated under the existing catalog key; snapshot screening/semantic-scholar-vincent2021reachable-forward.tsv
2026-08-04	closure-neural-semantic-3	forward-snowballing	Semantic Scholar Graph API	ARXIV:2207.07696	forward	22	22	-	-	seed-key:masden2022algorithmic; all 22 reported citing records title-screened; no additional current-catalog work retained; snapshot screening/semantic-scholar-masden2022algorithmic-forward.tsv
2026-08-04	closure-neural-semantic-3	forward-snowballing	Semantic Scholar Graph API	ARXIV:2306.07212	forward	16	16	wei2026affinelens	-	seed-key:berzins2023polyhedral; all 16 reported citing records title-screened; snapshot screening/semantic-scholar-berzins2023polyhedral-forward.tsv
2026-08-04	closure-neural-semantic-3	forward-snowballing	Semantic Scholar Graph API	ARXIV:2403.00860	forward	0	0	-	-	seed-key:drammis2024parallel; zero returned citations is specific to this Semantic Scholar snapshot and is not a global no-citation claim; snapshot screening/semantic-scholar-drammis2024parallel-forward.tsv
2026-08-04	closure-neural-semantic-3	forward-snowballing	Semantic Scholar Graph API	DOI:10.1109/ICASSP49357.2023.10095698	forward	8	8	wei2026affinelens,drammis2024parallel	-	seed-key:balestriero2023fast; all eight reported citing records title-screened; snapshot screening/semantic-scholar-balestriero2023fast-forward.tsv
2026-08-04	closure-neural-targeted-3	database-search	OpenAlex API	exact enumeration neural activation maxout	query	35	35	humayun2023splinecam	-	all 35 relevance-ranked records title-screened; snapshot screening/openalex-query-exact-enumeration-neural-activation-maxout.tsv
2026-08-04	closure-neural-targeted-3	database-search	OpenAlex API	mixed integer activation patterns neural network	query	2052	50	-	-	first 50 relevance-ranked records title-screened; no additional current-catalog work retained; snapshot screening/openalex-query-mixed-integer-activation-patterns-neural-network.tsv
2026-08-04	closure-neural-targeted-3	database-search	OpenAlex API	conditional computation dynamic routing neural network	query	8930	50	-	-	first 50 relevance-ranked records title-screened; ranking was dominated by unrelated neuroscience and applications; snapshot screening/openalex-query-conditional-computation-dynamic-routing-neural-network.tsv
2026-08-04	closure-neural-targeted-3	database-search	OpenAlex API	decision tree polyhedral region enumeration	query	992	50	vincent2021reachable	-	first 50 relevance-ranked records title-screened; RPM surfaced but the canonical Quinlan decision-tree special case did not; snapshot screening/openalex-query-decision-tree-polyhedral-region-enumeration.tsv
2026-08-04	closure-neural-targeted-3	database-search	OpenAlex API	sparse inactive neuron ReLU	query	74	50	-	-	first 50 relevance-ranked records title-screened; no exact demand-relative observation enumerator retained; snapshot screening/openalex-query-sparse-inactive-neuron-relu.tsv
2026-08-04	closure-neural-targeted-3	database-search	OpenAlex API	piecewise affine residual skip connection exact regions	query	45	45	-	-	all 45 relevance-ranked records title-screened; no additional current-catalog work retained; snapshot screening/openalex-query-piecewise-affine-residual-skip-connection-exact-regions.tsv
2026-08-04	closure-neural-current-3	backward-snowballing	OpenAlex API	DOI:10.1137/24M1646996	backward	15	14	grigsby2020transversality	-	seed-key:masden2022algorithmic; discovery-only current journal record; 15 linked identifiers and 14 resolved titles; snapshot screening/openalex-masden2025algorithmic-backward.tsv
2026-08-04	closure-neural-primary-3	backward-snowballing	Primary paper bibliography	https://proceedings.mlr.press/v80/serra18b.html	backward	30	30	montufar2014regions,zaslavsky1975arrangements	-	seed-key:serra2018bounding; primary-complete; exact 30-entry ICML bibliography title-screened
2026-08-04	closure-neural-primary-3	backward-snowballing	Primary paper bibliography	DOI:10.1109/ICRA48506.2021.9561956	backward	42	42	xiang2017reachable,tran2019star,yang2020facelattices,montufar2014regions,robinson2020dissecting,hanin2019complexity,hanin2019patterns	-	seed-key:vincent2021reachable; primary-complete; exact 42-entry ICRA bibliography title-screened
2026-08-04	closure-neural-primary-3	backward-snowballing	Published primary bibliography	DOI:10.1137/24M1646996	backward	42	42	grigsby2020transversality,serra2018bounding,hanin2019patterns,montufar2014regions,hanin2019complexity	-	seed-key:masden2022algorithmic; primary-complete for the 2025 publication; exact 42-entry bibliography title-screened; current-version coverage supplements the 22-entry arXiv-v1 row
2026-08-04	closure-neural-primary-3	backward-snowballing	Primary paper bibliography	https://proceedings.mlr.press/v202/berzins23a.html	backward	30	30	grigsby2020transversality,hanin2019complexity,hanin2019patterns,humayun2023splinecam,montufar2014regions,serra2018bounding	-	seed-key:berzins2023polyhedral; primary-complete; exact 30-entry ICML bibliography title-screened
2026-08-04	closure-neural-primary-3	backward-snowballing	Primary paper bibliography	ARXIV:2403.00860	backward	27	27	avis1996reverse,balestriero2023fast,hanin2019patterns,montufar2014regions,rada2018new,robinson2020dissecting,serra2018bounding	-	seed-key:drammis2024parallel; primary-complete; exact 27-entry bibliography title-screened; Sleumer's 2000 thesis is distinct from catalog key sleumer1998output and is not mapped to it
2026-08-04	closure-neural-primary-3	backward-snowballing	Primary paper bibliography	DOI:10.1109/ICASSP49357.2023.10095698	backward	23	23	montufar2014regions,avis1996reverse	-	seed-key:balestriero2023fast; primary-complete; exact 23-entry ICASSP bibliography title-screened
2026-08-04	hyperplane-primary-4	backward-snowballing	Primary paper bibliography	DOI:10.1016/0166-218X(95)00026-N	backward	23	23	-	-	seed-key:avis1996reverse; primary-complete; exact 23-entry published-paper bibliography title-screened from the author-hosted final Discrete Applied Mathematics scan, printed p. 46; snapshot screening/primary-avis1996reverse-backward.tsv
2026-08-04	hyperplane-primary-4	backward-snowballing	Springer publisher reference list	DOI:10.1007/BFb0054377	backward	12	12	avis1996reverse,edelsbrunner1986arrangements	-	seed-key:sleumer1998output; primary-complete; exact 12-entry SWAT conference bibliography title-screened from the official numbered reference list; the downloadable preview exposes only pp. 300--301; snapshot screening/primary-sleumer1998output-backward.tsv
2026-08-04	hyperplane-forward-4	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1016/0166-218X(95)00026-N	forward	535	522	balestriero2023fast,rada2018new,sleumer1998output,dussault2025bdifferential,geyer2010mode,geyer2008optimal,jones2006parametric,ferrez2005fixedrank,fukuda2004zonotope,capelli2021dnf,strozecki2019incremental,gerstl2018fluxtope,huang2021contact	-	seed-key:avis1996reverse; 535 citation records reduced to 522 unique citing works by canonical DOI; every title screened; OpenCitations Meta resolved all titles with Crossref fallback where needed; OpenAlex and Semantic Scholar returned HTTP 429 before exposing a result set; snapshot screening/opencitations-avis1996reverse-forward.tsv
2026-08-04	hyperplane-forward-4	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1007/BFb0054377	forward	9	9	dussault2025bdifferential	-	seed-key:sleumer1998output; every DOI-linked citing title screened; eight records use cell enumeration as a domain subroutine and Dussault et al. adds a direct arrangement-enumeration algorithm; OpenAlex and Semantic Scholar returned HTTP 429 before exposing a result set; snapshot screening/opencitations-sleumer1998output-forward.tsv
2026-08-04	hyperplane-current-primary-5	backward-snowballing	Primary journal bibliography	DOI:10.1007/s12532-024-00266-8	backward	68	68	avis1996reverse,rada2018new,sleumer1998output,edelsbrunner1986arrangements,zaslavsky1975arrangements	-	seed-key:dussault2025bdifferential; primary-complete; exact 68-entry bibliography title-screened; snapshot screening/primary-dussault2025bdifferential-backward.tsv
2026-08-04	hyperplane-current-forward-5	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1007/s12532-024-00266-8	forward	1	1	-	-	seed-key:dussault2025bdifferential; sole DOI-linked citing title screened; later complementarity application adds no new enumeration mechanism; snapshot screening/opencitations-dussault2025-forward.tsv
2026-08-04	compositional-mode-primary-6	backward-snowballing	Primary journal bibliography	DOI:10.1080/00207170903159285	backward	33	33	avis1996reverse,geyer2008optimal	-	seed-key:geyer2010mode; primary-complete; exact 33-entry bibliography title-screened; geyer2003mode is the excluded conference precursor that establishes priority; snapshot screening/primary-geyer2010mode-backward.tsv
2026-08-04	compositional-mode-forward-6	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1080/00207170903159285	forward	7	7	huang2021contact	-	seed-key:geyer2010mode; every DOI-linked citing title screened; only the already-cataloged 3D contact-mode algorithm adds a direct enumeration neighbor; snapshot screening/opencitations-geyer2010mode-forward.tsv
2026-08-04	pwa-reduction-primary-7	backward-snowballing	Primary journal bibliography	DOI:10.1016/j.automatica.2007.11.027	backward	22	22	avis1996reverse,ferrez2005fixedrank,bemporad2001convexity,chazelle1984convex	geyer2003mode	seed-key:geyer2008optimal; primary-complete; exact 22-entry bibliography screened; Ferrez 2001 is the earlier-title version of ferrez2005fixedrank; geyer2003mode is the excluded conference precursor; snapshot screening/primary-geyer2008optimal-backward.tsv
2026-08-04	pwa-reduction-forward-7	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1016/j.automatica.2007.11.027	forward	100	100	geyer2010mode,xu2016minimalcne,maddalena2019robust,stoican2012explicit,mitze2021common,bemporad2015multiparametric,kvasnica2012clipping,perez2012nonconvex,prodan2012hyperplanes,kvasnica2013separation	kvasnica2010performance	seed-key:geyer2008optimal; 100 COCI records equal 100 unique canonical citing DOIs and all titles resolved; Crossref reported 98 and the publisher UI 101, showing index variance; kvasnica2010performance is the conference precursor of the expanded journal clipping treatment; snapshot screening/opencitations-geyer2008optimal-forward.tsv
2026-08-04	parametric-region-primary-8	backward-snowballing	Primary conference bibliography	DOI:10.1109/CDC.2006.377799	backward	13	13	avis1996reverse,borrelli2003geometric,jones2007lexicographic,spjotvold2005continuous,avis1992pivoting	-	seed-key:jones2006parametric; primary-complete; exact 13-entry bibliography screened; four direct geometric degeneracy-handling continuity and pivot-enumeration predecessors retained; snapshot screening/primary-jones2006parametric-backward.tsv
2026-08-04	parametric-region-forward-8	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1109/CDC.2006.377799	forward	4	4	howe2012polyhedral,coti2020task,patrinos2010graphical	-	seed-key:jones2006parametric; four COCI records equal four unique canonical citing DOIs and all titles resolved; Patrinos and Sarimveis directly enumerate all adjacent full-dimensional pQP critical regions without nondegeneracy; snapshot screening/opencitations-jones2006parametric-forward.tsv
2026-08-04	central-arrangement-primary-9	backward-snowballing	Primary journal bibliography	DOI:10.1016/j.ejor.2003.04.011	backward	21	21	avis1996reverse,edelsbrunner1986arrangements,zaslavsky1975arrangements	-	seed-key:ferrez2005fixedrank; primary-complete; exact 21-entry bibliography title-screened; the fixed-rank optimization precursors add no closer enumeration object; snapshot screening/primary-ferrez2005fixedrank-backward.tsv
2026-08-04	central-arrangement-forward-9	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1016/j.ejor.2003.04.011	forward	55	55	rada2018new,avis2021mts,avis2018mplrs,kabi2020zonotope,scott2024normalfan	-	seed-key:ferrez2005fixedrank; all 55 COCI records title-screened and Meta-resolved; 52 have DOI identifiers and three are arXiv-only, with the MTS arXiv record duplicating its later journal work, so the set represents 54 unique works; no sparse graph observer found; snapshot screening/opencitations-ferrez2005fixedrank-forward.tsv
2026-08-04	parametric-degeneracy-audit-10	audit	Primary articles and canonical publisher records	borrelli2003geometric,jones2007lexicographic,patrinos2010graphical,bemporad2015multiparametric	audit	4	4	borrelli2003geometric,jones2007lexicographic,patrinos2010graphical,bemporad2015multiparametric	-	Theorem-level audit of active-set identity, lexicographic perturbation, multiple facet neighbors, rank deficiency, exactness, and complexity; Patrinos is the strongest unrestricted degeneracy-safe traversal baseline
2026-08-04	pwa-output-projection-audit-11	audit	Primary articles, arXiv records, and canonical publisher records	kvasnica2012clipping,kvasnica2013separation,konig2020common,mitze2021common,perez2012nonconvex,prodan2012hyperplanes,stoican2012explicit	audit	7	7	kvasnica2012clipping,kvasnica2013separation,konig2020common,mitze2021common,perez2012nonconvex,prodan2012hyperplanes,stoican2012explicit	-	Exact factorization, separator, first-action projection, nonconvex-controller, and hyperplane-union audit; Stoican retained only at screened status and Prodan remains a medium candidate
2026-08-04	output-projection-primary-12	backward-snowballing	Primary arXiv bibliography	arXiv:2009.08764	backward	23	23	geyer2008optimal,kvasnica2012clipping,kvasnica2013separation	-	seed-key:konig2020common; primary-complete; exact 23-entry bibliography title-screened; no predecessor defines requested-root sparse internal event observation; snapshot screening/primary-konig2020common-backward.tsv
2026-08-04	zonotope-oracle-primary-13	backward-snowballing	Published primary bibliography	DOI:10.1016/j.comgeo.2021.101809	backward	18	18	avis1992pivoting,avis1996reverse,edelsbrunner1986arrangements	-	seed-key:deza2022linear; primary-complete; exact 18-entry journal bibliography title-screened; final journal framing treats forward vertex enumeration as known; snapshot screening/primary-deza2022linear-backward.tsv
2026-08-04	zonotope-oracle-forward-13	forward-snowballing	OpenCitations COCI and Meta APIs	DOI:10.1016/j.comgeo.2021.101809	forward	3	3	deza2026whitewhale	-	seed-key:deza2022linear; every DOI-linked citing title screened; only the structured symmetry successor changes the traversal mechanism; snapshot screening/opencitations-deza2022linear-forward.tsv
2026-08-04	zonotope-oracle-forward-13	forward-snowballing	Semantic Scholar Graph API	DOI:10.1016/j.comgeo.2021.101809	forward	4	4	deza2026whitewhale	-	seed-key:deza2022linear; all four indexed titles screened; snapshot screening/semantic-scholar-deza2022linear-forward.tsv
