key	status	code	year	title	relation	artifact	execution	goal	evidence	priority	relevance	url
doi:10.1109/ast66626.2025.00011	excluded	E1-software-or-firmware-only	2025	Automated Test Generation for Integration Testing						low	The proposed generator addresses software integration testing, with no hardware representation involved.	https://doi.org/10.1109/ast66626.2025.00011
doi:10.1109/ats.2010.19	excluded	E1-software-or-firmware-only	2010	Tackling the Path Explosion Problem in Symbolic Execution-Driven Test Generation for Programs						low	The path-explosion method explicitly targets symbolic-execution-driven test generation for programs, not hardware designs.	https://doi.org/10.1109/ats.2010.19
doi:10.1109/bmas.2006.283486	excluded	E4-analog-physical-or-postsilicon	2006	Nanometer Wireless Transceiver Modeling using Verilog-AMS and SystemC						low	Verilog-AMS transceiver modeling concerns analog/mixed-signal behavior, outside the digital execution core.	https://doi.org/10.1109/bmas.2006.283486
doi:10.1109/candar.2015.93	excluded	E2-formal-hardware-without-execution	2015	Effective Parallel Simulation of ArchHDL under Manycore Environment						low	This work parallelizes concrete ArchHDL simulation across a manycore machine; speedup of ordinary simulation does not change the executed values into symbolic ones.	https://doi.org/10.1109/candar.2015.93
doi:10.1109/candar.2016.0026	excluded	E5-hardware-accelerates-software	2016	A Concurrency Control in Hardware Transactional Memory Considering Execution Path Variation						low	The paper designs hardware transactional-memory concurrency control around concrete program path variation; it does not symbolically execute that hardware.	https://doi.org/10.1109/candar.2016.0026
doi:10.1109/ccnc65079.2026.11366287	excluded	E1-software-or-firmware-only	2026	Identifying Critical Failure Chains for Resilience in Cyber-Physical Systems using Symbolic Execution						low	MCS Analyzer uses angr to symbolically execute component binaries and compose message constraints; physical CPS hardware is only environmental context.	https://doi.org/10.1109/ccnc65079.2026.11366287
doi:10.1109/cipher70417.2026.11523771	excluded	E2-formal-hardware-without-execution	2026	RTL Design of Multi-Sensor Outlier Detection Engine using EMA-Based Statistics						low	The EMA-based outlier engine is functionally simulated, synthesized, and assessed for timing and power; all validation uses concrete sensor behavior.	https://doi.org/10.1109/cipher70417.2026.11523771
doi:10.1109/cns48642.2020.9162164	excluded	E1-software-or-firmware-only	2020	SYMBION: Interleaving Symbolic with Concrete Execution						low	SYMBION interleaves symbolic and concrete execution for program analysis, with no RTL, HDL, or symbolic peripheral model participating.	https://doi.org/10.1109/cns48642.2020.9162164
doi:10.1109/comst.2015.2453114	excluded	E7-secondary-or-insubstantial	2015	A Survey of Security in Software Defined Networks						low	The article surveys software-defined-network security and provides neither a primary method nor a digital hardware executed artifact.	https://doi.org/10.1109/comst.2015.2453114
doi:10.1109/comst.2020.3011208	excluded	E7-secondary-or-insubstantial	2020	A Systematic Survey of Industrial Internet of Things Security: Requirements and Fog Computing Opportunities						low	The industrial-IoT security survey is secondary and unrelated to executing a digital design symbolically.	https://doi.org/10.1109/comst.2020.3011208
doi:10.1109/cscwd68734.2026.11582111	parked		2026	Dataflow-Based Path Pruning in Symbolic Execution for Hardware Verification						medium	The title claims path pruning in hardware symbolic execution, but no primary full text was available to verify symbolic state, path predicates, or feasibility-controlled execution.	https://doi.org/10.1109/cscwd68734.2026.11582111
doi:10.1109/csee64583.2025.00018	excluded	E1-software-or-firmware-only	2025	FirmAEHF: A Dynamic Analysis Method for Embedded IoT Firmware Based on Simulation and Hybrid Fuzzing						low	FirmAEHF combines emulation, fuzzing, and symbolic execution to analyze IoT firmware paths while hardware is simulated concretely.	https://doi.org/10.1109/csee64583.2025.00018
doi:10.1109/csf.2012.24	excluded	E1-software-or-firmware-only	2012	ENCoVer: Symbolic Exploration for Information Flow Security						low	ENCoVer symbolically explores program behaviors for information-flow security and the record identifies no digital hardware design.	https://doi.org/10.1109/csf.2012.24
doi:10.1109/csf.2013.11	excluded	E1-software-or-firmware-only	2013	Memory Trace Oblivious Program Execution						low	Memory-trace-oblivious execution is a software security property and the record supplies no symbolic hardware design model.	https://doi.org/10.1109/csf.2013.11
doi:10.1109/csf.2019.00026	excluded	E2-formal-hardware-without-execution	2019	Using Information Flow to Design an ISA that Controls Timing Channels						low	The work designs and proves an information-flow-aware ISA through noninterference reasoning, not RTL symbolic execution.	https://doi.org/10.1109/csf.2019.00026
doi:10.1109/csp51677.2021.9357495	excluded	E1-software-or-firmware-only	2021	A Partial-Lifting-Based Compiling Concolic Execution Approach						low	The approach compiles and concolically executes proprietary binary programs from embedded devices, not their hardware designs.	https://doi.org/10.1109/csp51677.2021.9357495
doi:10.1109/dac.1979.1600119	excluded	E3-symbolic-method-without-path-execution	1979	Symbolic Simulation for Correct Machine Design						low	Carter et al. is important historical symbolic-simulation context, but the available primary record supports symbolic propagation across architectural and RTL descriptions rather than the revised path-conditioned execution test.	https://doi.org/10.1109/dac.1979.1600119
doi:10.1109/dac.1981.1585336	excluded	E3-symbolic-method-without-path-execution	1981	Symbolic Simulation for Functional Verification with ADLIB and SDL						low	ADLIB/SDL symbolic simulation compares asynchronous design descriptions over symbolic values; it does not establish path-predicate feasibility controlling another execution.	https://doi.org/10.1109/dac.1981.1585336
doi:10.1109/dac.1982.1585588	excluded	E2-formal-hardware-without-execution	1982	A formal method for computer design verification						low	This method formalizes register-transfer semantics to generate Floyd-style assertion obligations for logical and real-time correctness, rather than exploring symbolic executions.	https://doi.org/10.1109/dac.1982.1585588
doi:10.1109/dac.1983.1585653	excluded	E2-formal-hardware-without-execution	1983	Formal Design Verification of Digital Systems						low	The AURA project applies an automated reasoning assistant to proofs of digital-system correctness, without a load-bearing symbolic simulation or path-execution stage.	https://doi.org/10.1109/dac.1983.1585653
doi:10.1109/dac.1984.1585844	excluded	E4-analog-physical-or-postsilicon	1984	VLSI Test Expertise System Using a Control Flow Model						low	CAT uses a VLSI control-flow model to plan diagnosability changes, generate test patterns, assemble production-test programs, and diagnose chips rather than symbolically verify a design.	https://doi.org/10.1109/dac.1984.1585844
doi:10.1109/dac.1988.14811	excluded	E2-formal-hardware-without-execution	2003	CORAL II: linking behavior and structure in an IC design system						low	CORAL II preserves fine-grained provenance links between behavioral and synthesized structural representations, but operationally executes neither representation over symbolic inputs.	https://doi.org/10.1109/dac.1988.14811
doi:10.1109/dac.1990.114842	excluded	E8-duplicate-or-superseded	2002	Coded time-symbolic simulation using shared binary decision diagram						low	Its title and abstract reproduce the CTSS work already represented by DOI 10.1145/123186.123240, so this metadata record is the duplicate.	https://doi.org/10.1109/dac.1990.114842
doi:10.1109/dac.1998.724533	excluded	E2-formal-hardware-without-execution		A BIST scheme for RTL controller-data paths based on symbolic testability analysis						low	The RTL BIST method is framed around symbolic testability analysis of controller/datapath structures, not operational symbolic execution of the RTL design.	https://doi.org/10.1109/dac.1998.724533
doi:10.1109/dac.2001.935475	excluded	E8-duplicate-or-superseded		Symbolic RTL simulation						low	Duplicate or superseded record for Symbolic RTL simulation; retained canonical record doi:10.1145/378239.378278.	https://doi.org/10.1109/dac.2001.935475
doi:10.1109/dac.2002.1012603	excluded	E3-symbolic-method-without-path-execution	2002	Handling special constructs in symbolic simulation						low	Final selective-lineage review excludes Handling special constructs in symbolic simulation: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1109/dac.2002.1012603
doi:10.1109/dac.2003.1219040	excluded	E3-symbolic-method-without-path-execution	2004	Symbolic representation with ordered function templates						low	Final selective-lineage review excludes Symbolic representation with ordered function templates: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1109/dac.2003.1219040
doi:10.1109/dac.2006.229439	excluded	E2-formal-hardware-without-execution	2006	Early outpoint insertion for high-level software vs. RTL formal combinational equivalence verification						low	The contribution is software-to-RTL combinational equivalence checking, an explicitly excluded verification class absent execution.	https://doi.org/10.1109/dac.2006.229439
doi:10.1109/dac.2014.6881476	excluded	E2-formal-hardware-without-execution	2014	Scalable certification framework for behavioral synthesis front-end						low	Certifying a behavioral-synthesis front end is compiler/synthesis verification, not symbolic execution of the generated design.	https://doi.org/10.1109/dac.2014.6881476
doi:10.1109/dac18072.2020.9218494	excluded	E1-software-or-firmware-only	2020	Dynamic Information Flow Tracking for Embedded Binaries using SystemC-based Virtual Prototypes						low	A SystemC virtual prototype hosts dynamic information-flow tracking of embedded binaries; software remains the analysis target.	https://doi.org/10.1109/dac18072.2020.9218494
doi:10.1109/dac18074.2021.9586118	excluded	E2-formal-hardware-without-execution	2021	AutoSVA: Democratizing Formal Verification of RTL Module Interactions						low	AutoSVA generates or applies formal assertions to RTL module interactions, but the record does not identify operational symbolic execution as its verification engine.	https://doi.org/10.1109/dac18074.2021.9586118
doi:10.1109/dac18074.2021.9586289	excluded	E2-formal-hardware-without-execution	2021	DirectFuzz: Automated Test Generation for RTL Designs using Directed Graybox Fuzzing						low	DirectFuzz performs directed graybox fuzzing on RTL and contains no symbolic or concolic component.	https://doi.org/10.1109/dac18074.2021.9586289
doi:10.1109/dac18074.2021.9586291	included		2021	SoCCAR: Detecting System-on-Chip Security Violations Under Asynchronous Resets	core	rtl	concolic	security	experiment	high	SoCCAR extracts reset-controlled RTL paths, records concrete reset sequences with symbolic conditions, and solves new sequences that expose asynchronous-reset security violations.	https://doi.org/10.1109/dac18074.2021.9586291
doi:10.1109/dac63849.2025.11132905	excluded	E2-formal-hardware-without-execution	2025	FastPath: A Hybrid Approach for Efficient Hardware Security Verification						low	FastPath combines simulation, structural analysis, and formal verification without an operational symbolic executor.	https://doi.org/10.1109/dac63849.2025.11132905
doi:10.1109/dac63849.2025.11133216	parked		2025	InterConFuzz: A Fuzzing-based Comprehensive NoC Verification Framework						medium	InterConFuzz claims symbolic execution inside a UVM fuzzing framework, but no primary full text was available to verify the symbolic handoff, path predicates, or replay mechanism.	https://doi.org/10.1109/dac63849.2025.11133216
doi:10.1109/date.2004.1268825	excluded	E3-symbolic-method-without-path-execution	2004	Improved Symbolic Simulation by Dynamic Functional Space Partitioning						low	Dynamic functional-space partitioning improves merged hardware symbolic simulation, not path-conditioned symbolic execution under the five-part test.	https://doi.org/10.1109/date.2004.1268825
doi:10.1109/date.2006.244010	excluded	E3-symbolic-method-without-path-execution	2006	Using conjugate symmetries to enhance gate-level simulations						low	Conjugate symmetries accelerate gate-level state-machine simulation, but the record does not establish a selected lineage or comparator role.	https://doi.org/10.1109/date.2006.244010
doi:10.1109/date.2006.244076	excluded	E2-formal-hardware-without-execution	2006	Formal Verification of SystemC Designs Using a Petri-Net Based Representation						low	SystemC is translated into timed Petri nets for UPPAAL model checking rather than executed symbolically.	https://doi.org/10.1109/date.2006.244076
doi:10.1109/date.2009.5090927	excluded	E3-symbolic-method-without-path-execution	2009	Selective state retention design using symbolic simulation						low	Symbolic simulation is applied to optimize selective state retention for power management; it is neither a core symbolic-execution study nor a foundational/direct comparator selected for the lineage.	https://doi.org/10.1109/date.2009.5090927
doi:10.1109/date.2010.5457156	excluded	E2-formal-hardware-without-execution	2010	Efficient decision ordering techniques for SAT-based test generation						low	Decision-ordering heuristics speed SAT-based BMC test generation, not operational design execution.	https://doi.org/10.1109/date.2010.5457156
doi:10.1109/date.2011.5763253	parked		2011	Efficient validation input generation in RTL by hybridized source code analysis						medium	Strict re-review remains unresolved: Hybridized source-code analysis generates RTL validation inputs and may operationally explore hardware paths, but the title does not establish whether it is genuinely symbolic execution.	https://doi.org/10.1109/date.2011.5763253
doi:10.1109/date.2012.6176642	excluded	E2-formal-hardware-without-execution	2012	SAFER PATH: Security architecture using fragmented execution and replication for protection against trojaned hardware						low	SAFER PATH is a fragmented-execution security architecture, not a symbolic path executor for its hardware implementation.	https://doi.org/10.1109/date.2012.6176642
doi:10.1109/dcis.2018.8681487	excluded	E2-formal-hardware-without-execution	2018	From RTL Liveness Assertions to Cost-Effective Hardware Checkers						low	Translating RTL liveness assertions into hardware checkers is monitor synthesis, not symbolic execution.	https://doi.org/10.1109/dcis.2018.8681487
doi:10.1109/ddecs.2008.4538785	excluded	E3-symbolic-method-without-path-execution	2008	Ad-Hoc Translations to Close Verilog Semantics Gap						low	The transformation propagates X values through RTL simulations, but no direct inherited symbolic-simulation lineage is demonstrated.	https://doi.org/10.1109/ddecs.2008.4538785
doi:10.1109/ddecs.2009.5012107	excluded	E2-formal-hardware-without-execution	2009	A symbolic RTL synthesis for LUT-based FPGAs						low	Symbolic RTL synthesis constructs LUT-based FPGA implementations; it is a synthesis procedure, not execution of an RTL design for analysis.	https://doi.org/10.1109/ddecs.2009.5012107
doi:10.1109/ddecs.2009.5012132	excluded	E3-symbolic-method-without-path-execution	2009	High-level symbolic simulation for automatic model extraction						low	Final selective-lineage review excludes High-level symbolic simulation for automatic model extraction: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1109/ddecs.2009.5012132
doi:10.1109/ddecs63720.2025.11006790	excluded	E8-duplicate-or-superseded	2025	CrosSym: Cross-Level Verification of SystemC Peripherals using Symbolic Execution						low	CrosSym is the conference predecessor of the fuller TCAD cross-level study retained as doi:10.1109/tcad.2025.3641038.	https://doi.org/10.1109/ddecs63720.2025.11006790
doi:10.1109/delta.2004.10047	excluded	E1-software-or-firmware-only	2005	Coverage Measurement for Software Application Level Verification using Symbolic Trajectory Evaluation Techniques						low	Despite borrowing STE techniques, the stated artifact is application-level software verification, so no hardware design participates symbolically.	https://doi.org/10.1109/delta.2004.10047
doi:10.1109/desec.2018.8625128	excluded	E1-software-or-firmware-only	2018	Dynamic Path Pruning in Symbolic Execution						low	Dynamic path pruning improves generic software symbolic execution and names no hardware design artifact.	https://doi.org/10.1109/desec.2018.8625128
doi:10.1109/dft.2014.6962105	excluded	E3-symbolic-method-without-path-execution	2014	Triggering Trojans in SRAM circuits with X-propagation						low	The method propagates X values through SRAM simulations to trigger Trojans, a specialized 2014 symbolic-simulation use with no stated ancestor, baseline, or reuse role for the core corpus.	https://doi.org/10.1109/dft.2014.6962105
doi:10.1109/discex.2001.932172	excluded	E1-software-or-firmware-only	2002	Project TRANSPROSE: reconciling mobile-code security with execution efficiency						low	TRANSPROSE addresses secure and efficient mobile-code execution, with no hardware model.	https://doi.org/10.1109/discex.2001.932172
doi:10.1109/dsc65356.2025.11260865	excluded	E1-software-or-firmware-only	2025	Adaptive Fuzzing Framework for Embedded Systems Vulnerability Detection Using Reinforcement and Deep Learning						low	The framework fuzzes embedded firmware under QEMU hardware emulation; neither the emulated platform nor RTL is symbolic.	https://doi.org/10.1109/dsc65356.2025.11260865
doi:10.1109/dsd.2012.59	excluded	E2-formal-hardware-without-execution	2012	FASTER: Facilitating Analysis and Synthesis Technologies for Effective Reconfiguration						low	FASTER concerns analysis and synthesis for reconfiguration, but the title gives no evidence of a symbolic hardware executor producing verification results.	https://doi.org/10.1109/dsd.2012.59
doi:10.1109/dsd.2019.00081	excluded	E2-formal-hardware-without-execution	2019	Scalable Simulation-Based Verification of SystemC-Based Virtual Prototypes						low	This approach validates SystemC virtual-prototype behavior by scalable concrete simulation against specifications and TLM rules.	https://doi.org/10.1109/dsd.2019.00081
doi:10.1109/dsd67783.2025.00068	excluded	E2-formal-hardware-without-execution	2025	Leveraging Design Static Analysis for Vertical Reuse in Functional Verification						low	Static data/control-flow analysis plus SMT traces signal paths for PSS reuse without executing the hardware symbolically.	https://doi.org/10.1109/dsd67783.2025.00068
doi:10.1109/dsn-s60304.2024.00014	excluded	E6-out-of-scope-artifact	2024	Exploring Use of Symbolic Execution for Service Analysis						low	The symbolic executor explores cloud-service component interactions, an out-of-scope service model rather than digital hardware.	https://doi.org/10.1109/dsn-s60304.2024.00014
doi:10.1109/dsn.2008.4630118	excluded	E1-software-or-firmware-only	2008	SymPLFIED: Symbolic program-level fault injection and error detection framework						low	SymPLFIED injects faults at the software program level; hardware is not the symbolically executed object.	https://doi.org/10.1109/dsn.2008.4630118
doi:10.1109/dsn.2009.5270315	excluded	E1-software-or-firmware-only	2009	Fitness-guided path exploration in dynamic symbolic execution						low	Fitness-guided dynamic-symbolic path exploration is evaluated on programs, with no hardware design participating symbolically.	https://doi.org/10.1109/dsn.2009.5270315
doi:10.1109/dsn48063.2020.00046	excluded	E1-software-or-firmware-only	2020	HardSnap: Leveraging Hardware Snapshotting for Embedded Systems Security Testing						low	HardSnap snapshots concrete Verilog peripheral state to support fuzzing or DSE of embedded software; the path conditions belong to firmware, not to the hardware blocks.	https://doi.org/10.1109/dsn48063.2020.00046
doi:10.1109/dsn48987.2021.00062	excluded	E1-software-or-firmware-only	2021	BigMap: Future-proofing Fuzzers with Efficient Large Maps						low	BigMap improves AFL coverage maps for software fuzzing and has no hardware artifact.	https://doi.org/10.1109/dsn48987.2021.00062
doi:10.1109/dtis.2015.7127376	excluded	E3-symbolic-method-without-path-execution	2015	Towards formal validation: Symbolic simulation of SystemC models						low	The method symbolically simulates SystemC toward formal validation but does not expose feasibility-driven path executions.	https://doi.org/10.1109/dtis.2015.7127376
doi:10.1109/edac.1991.206351	excluded	E3-symbolic-method-without-path-execution	2002	Verification of synthesized circuits at register transfer level with flow graphs						low	Final selective-lineage review excludes Verification of synthesized circuits at register transfer level with flow graphs: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1109/edac.1991.206351
doi:10.1109/eh.2005.10	excluded	E2-formal-hardware-without-execution		Automatic Discovery of RTL Benchmark Circuits with Predefined Testability Properties						low	The method evolves or discovers RTL benchmark circuits with chosen testability properties; it does not analyze an existing circuit by symbolic execution.	https://doi.org/10.1109/eh.2005.10
doi:10.1109/eitc.2005.1544353	excluded	E4-analog-physical-or-postsilicon		Accurate RTL power estimation for a security processor						low	Power estimation for a security processor predicts a physical implementation metric from RTL and does not explore functional design behavior symbolically.	https://doi.org/10.1109/eitc.2005.1544353
doi:10.1109/emrts.1999.777457	excluded	E6-out-of-scope-artifact	2003	Formally specified monitoring of temporal properties						low	Formal specification of runtime monitors for temporal properties does not identify a digital hardware design as a symbolically executed artifact.	https://doi.org/10.1109/emrts.1999.777457
doi:10.1109/esem.2011.20	excluded	E7-secondary-or-insubstantial	2011	A Case Study of Concolic Testing Tools and their Limitations						low	This survey and case study evaluates existing software concolic tools rather than contributing a primary hardware method.	https://doi.org/10.1109/esem.2011.20
doi:10.1109/ests.2019.8847870	excluded	E4-analog-physical-or-postsilicon	2019	Real-Time FPGA Simulation of Electric Ship Power System Using High-Level Synthesis						low	The HLS-generated RTL accelerates real-time simulation of an electric-ship power system; it is an implementation of a physical simulator, not symbolically verified hardware.	https://doi.org/10.1109/ests.2019.8847870
doi:10.1109/et66806.2025.11204144	excluded	E7-secondary-or-insubstantial	2025	Using an AVR Processor Core RTL Model for Computer Architecture Education						low	The AVR processor-core RTL model is used as a computer-architecture teaching aid and contributes no qualifying verification method.	https://doi.org/10.1109/et66806.2025.11204144
doi:10.1109/ets.2011.58	excluded	E4-analog-physical-or-postsilicon	2011	Accelerating RTL Fault Simulation through RTL-to-TLM Abstraction						low	The RTL-to-TLM abstraction accelerates fault simulation; fault simulation without a qualifying symbolic design-execution mechanism is outside scope.	https://doi.org/10.1109/ets.2011.58
doi:10.1109/eurmic.2000.874664	excluded	E2-formal-hardware-without-execution	2002	Simulation meets verification-checking temporal properties in SystemC						low	Finite temporal properties are monitored during individual concrete SystemC simulation runs; the method does not propagate symbolic values or distinguish symbolic paths.	https://doi.org/10.1109/eurmic.2000.874664
doi:10.1109/eurosp.2019.00020	excluded	E1-software-or-firmware-only	2019	SgxPectre: Stealing Intel Secrets from SGX Enclaves Via Speculative Execution						low	SgxPectre demonstrates a speculative-execution attack on SGX software/enclaves rather than symbolically executing a hardware design.	https://doi.org/10.1109/eurosp.2019.00020
doi:10.1109/eurosp57164.2023.00035	excluded	E1-software-or-firmware-only	2023	Fuzzing SGX Enclaves via Host Program Mutations						low	FuzzSGX symbolically executes host and enclave software to generate fuzz programs; SGX hardware only supplies the environment.	https://doi.org/10.1109/eurosp57164.2023.00035
doi:10.1109/eurospw67616.2025.00057	excluded	E1-software-or-firmware-only	2025	Principled Symbolic Validation of Enclaves on Low-End Microcontrollers						low	Pandora symbolically executes enclave software on MSP430/Sancus TEEs; its hardware abstraction layer models the platform rather than making the design symbolic.	https://doi.org/10.1109/eurospw67616.2025.00057
doi:10.1109/ewdts.2019.8884405	excluded	E4-analog-physical-or-postsilicon	2019	SCOAP-based Directed Random Test Generation for Combinational Circuits						low	SCOAP-guided random vectors target stuck-at fault coverage in circuit simulation, without qualifying symbolic execution.	https://doi.org/10.1109/ewdts.2019.8884405
doi:10.1109/fccm.2004.44	excluded	E5-hardware-accelerates-software	2004	Overview of the FREEDOM compiler for mapping DSP software to FPGAs						low	FREEDOM maps DSP software onto FPGAs; it does not analyze an FPGA design symbolically.	https://doi.org/10.1109/fccm.2004.44
doi:10.1109/fdl.2008.4641412	excluded	E2-formal-hardware-without-execution	2008	Symbolic quasi-static scheduling of actor-oriented SystemC models						low	Symbolic quasi-static scheduling of actor-oriented SystemC models computes schedules rather than exploring symbolic hardware behavior.	https://doi.org/10.1109/fdl.2008.4641412
doi:10.1109/fdl.2018.8524061	excluded	E4-analog-physical-or-postsilicon	2018	Symbolic Simulation of SystemC AMS Without Yet Another Compiler						low	The symbolic simulation targets SystemC-AMS mixed-signal models, which fall outside the digital hardware boundary.	https://doi.org/10.1109/fdl.2018.8524061
doi:10.1109/fdl59689.2023.10272204	excluded	E2-formal-hardware-without-execution	2023	Enhancing Compiler-Driven HDL Design with Automatic Waveform Analysis						low	Automatic waveform analysis assists compiler-driven HDL design but does not operationally execute the design over symbolic states.	https://doi.org/10.1109/fdl59689.2023.10272204
doi:10.1109/fdl68117.2025.11165271	excluded	E7-secondary-or-insubstantial	2025	Leveraging Piecewise Composition to Infer Environment Constraints for Hardware Designs						low	The two-page piecewise-environment-constraint item does not provide enough primary technical detail to verify all five inclusion conditions as a substantial contribution.	https://doi.org/10.1109/fdl68117.2025.11165271
doi:10.1109/fmcad.2008.ecp.12	excluded	E2-formal-hardware-without-execution	2008	Formal Verification of Hardware Support for Advanced Encryption Standard						low	Formal verification of AES hardware is too generic to establish symbolic execution from the title, and no lineage mechanism is named.	https://doi.org/10.1109/fmcad.2008.ecp.12
doi:10.1109/fmcad.2009.5351133	excluded	E3-symbolic-method-without-path-execution	2009	Assume-guarantee validation for STE properties within an SVA environment						low	Final selective-lineage review excludes Assume-guarantee validation for STE properties within an SVA environment: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1109/fmcad.2009.5351133
doi:10.1109/fmcad.2013.6679400	parked		2013	Formal co-validation of low-level hardware/software interfaces						medium	Strict re-review remains unresolved: Formal co-validation at a low-level hardware/software interface could jointly execute firmware and a hardware model symbolically, but the title alone does not reveal whether that participation occurs.	https://doi.org/10.1109/fmcad.2013.6679400
doi:10.1109/fmcad.2014.6987585	excluded	E1-software-or-firmware-only	2014	Efficient symbolic execution for software testing						low	The paper improves symbolic execution for software testing and gives no evidence of a digital hardware design participant.	https://doi.org/10.1109/fmcad.2014.6987585
doi:10.1109/fmcad.2015.7542266	excluded	E2-formal-hardware-without-execution	2015	Template-based synthesis of instruction-level abstractions for SoC verification						low	The method synthesizes instruction-level abstractions from black-box simulations and checks them formally, but does not symbolically execute the SoC.	https://doi.org/10.1109/fmcad.2015.7542266
doi:10.1109/fmcad11703.2006	excluded	E7-secondary-or-insubstantial	2006	2006 Formal Methods in Computer Aided Design						low	The record is for the FMCAD proceedings as a whole, not a primary technical contribution that can be screened into the map.	https://doi.org/10.1109/fmcad11703.2006
doi:10.1109/fpl.2007.4380722	excluded	E2-formal-hardware-without-execution	2007	Hardware/Software Process Migration and RTL Simulation						low	Hardware/software process migration is evaluated with conventional RTL simulation; the migration and simulation do not introduce symbolic paths.	https://doi.org/10.1109/fpl.2007.4380722
doi:10.1109/fpl.2014.6927500	excluded	E5-hardware-accelerates-software	2014	Compiling text analytics queries to FPGAs						low	The generated FPGA pipeline accelerates text-analytics queries; it is a compute target, not a design under analysis.	https://doi.org/10.1109/fpl.2014.6927500
doi:10.1109/gcce.2016.7800423	excluded	E1-software-or-firmware-only	2016	Detecting bank conflict of GPU programs using symbolic execution						low	The prototype symbolically executes GPU programs to find shared-memory bank conflicts; the GPU hardware itself is not the symbolic artifact.	https://doi.org/10.1109/gcce.2016.7800423
doi:10.1109/glsv.1995.516029	excluded	E3-symbolic-method-without-path-execution		Symbolic execution of data paths						low	The data-path method constructs BDD relations for scheduling and data-path constraints; despite its title, it does not maintain program-style path conditions that generate further hardware executions.	https://doi.org/10.1109/glsv.1995.516029
doi:10.1109/hldvt.2001.972803	excluded	E3-symbolic-method-without-path-execution	2002	Symbolic simulation heuristics for high-level design descriptions with uninterpreted functions						low	Final selective-lineage review excludes Symbolic simulation heuristics for high-level design descriptions with uninterpreted functions: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1109/hldvt.2001.972803
doi:10.1109/hldvt.2001.972806	excluded	E3-symbolic-method-without-path-execution	2002	Symbolic simulation techniques-state-of-the-art and applications						low	Final selective-lineage review excludes Symbolic simulation techniques-state-of-the-art and applications: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1109/hldvt.2001.972806
doi:10.1109/hldvt.2007.4392789	excluded	E2-formal-hardware-without-execution	2007	Automatic error diagnosis and correction for RTL designs						low	The RTL contribution diagnoses and repairs design errors from verification evidence without symbolic path execution.	https://doi.org/10.1109/hldvt.2007.4392789
doi:10.1109/hldvt.2007.4392797	excluded	E3-symbolic-method-without-path-execution	2007	Formal model construction using HDL simulation semantics						low	Final selective-lineage review excludes Formal model construction using HDL simulation semantics: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1109/hldvt.2007.4392797
doi:10.1109/hldvt.2009.5340163	excluded	E2-formal-hardware-without-execution	2009	Activity-based refinement for abstraction-guided simulation						low	Abstract reachability estimates guide a concrete logic simulator; symbolic/concolic design execution is not used.	https://doi.org/10.1109/hldvt.2009.5340163
doi:10.1109/hldvt.2009.5340179	excluded	E3-symbolic-method-without-path-execution	2009	STAR: Generating input vectors for design validation by static analysis of RTL						low	STAR interleaves concrete RTL simulation with symbolic value simulation and static analysis, but does not use path-predicate feasibility to choose or synthesize the next execution.	https://doi.org/10.1109/hldvt.2009.5340179
doi:10.1109/hldvt.2012.6418244	parked		2012	A functional test generation technique for RTL datapaths						medium	Strict re-review remains unresolved: RTL datapath test generation is a plausible use of symbolic execution, but the title-only record does not identify the generation mechanism.	https://doi.org/10.1109/hldvt.2012.6418244
doi:10.1109/hldvt.2016.7748254	excluded	E2-formal-hardware-without-execution	2016	Design centric modeling of digital hardware						low	Design-centric modeling supplies a representation of digital hardware but, on this record, no operational symbolic-analysis procedure over the model.	https://doi.org/10.1109/hldvt.2016.7748254
doi:10.1109/host55118.2023.10133714	excluded	E2-formal-hardware-without-execution	2023	ProcessorFuzz: Processor Fuzzing with Control and Status Registers Guidance						low	ProcessorFuzz uses CSR-transition coverage to guide RTL fuzzing and has no symbolic engine.	https://doi.org/10.1109/host55118.2023.10133714
doi:10.1109/host55342.2024.10545388	excluded	E3-symbolic-method-without-path-execution	2024	DOSCrack: Deobfuscation Using Oracle-Guided Symbolic Execution and Clustering of Binary Security Keys						low	DOSCrack converts scan-chain netlists to symbolic equations and solves candidate keys, but its linear symbolic modeling does not maintain path predicates whose feasibility selects another hardware execution.	https://doi.org/10.1109/host55342.2024.10545388
doi:10.1109/host55342.2024.10545408	excluded	E2-formal-hardware-without-execution	2024	RTL-Spec: RTL Spectrum Analysis for Security Bug Localization						low	RTL spectrum analysis localizes security bugs without a stated symbolic execution engine.	https://doi.org/10.1109/host55342.2024.10545408
doi:10.1109/host64725.2025.11050040	parked		2025	Evaluating the Effectiveness of Hardware Trojan Detection Approaches at RTL						medium	This primary comparative evaluation appears to run symbolic execution on RTL Trojan benchmarks, but the unavailable full text prevents verifying the executed representation and path mechanism.	https://doi.org/10.1109/host64725.2025.11050040
